08:26:27.31,-968,-200,-80
08:26:27.31,-920,-192,-56
08:26:27.31,-952,-192,-64
08:26:27.31,-1000,-184,-64
08:26:27.31,-1040,-168,-48
08:26:27.31,-1032,-168,-32
08:26:27.31,-1016,-176,-8
08:26:27.31,-1040,-192,-32
08:26:27.31,-1040,-200,-24
08:26:27.31,-1016,-184,-32
08:26:27.31,-960,-176,-32
08:26:27.31,-968,-192,-48
08:26:27.31,-1032,-192,-64
08:26:27.31,-1064,-200,-88
08:26:27.31,-1064,-208,-112
08:26:27.31,-1056,-208,-96
08:26:27.31,-1048,-208,-96
08:26:27.31,-1056,-176,-72
08:26:27.31,-1040,-152,-88
08:26:27.31,-1032,-152,-80
08:26:27.31,-1016,-160,-88
08:26:27.31,-1016,-184,-96
08:26:27.31,-992,-192,-88
08:26:27.31,-976,-192,-72
08:26:27.31,-968,-200,-80
08:26:28.34,-976,-200,-96
08:26:28.34,-976,-208,-104
08:26:28.34,-1024,-216,-112
08:26:28.34,-1040,-208,-120
08:26:28.34,-1032,-216,-168
08:26:28.34,-1040,-208,-192
08:26:28.34,-1024,-192,-224
08:26:28.34,-992,-216,-192
08:26:28.34,-992,-240,-184
08:26:28.34,-1176,-232,-160
08:26:28.34,-1032,-192,-136
08:26:28.34,-1048,-192,-56
08:26:28.34,-1112,-248,-32
08:26:28.34,-1064,-328,56
08:26:28.34,-1032,-272,208
08:26:28.34,-1072,592,984
08:26:28.34,-1008,-176,424
08:26:28.34,-1128,-136,184
08:26:28.34,-1056,-384,40
08:26:28.34,-1008,-120,-48
08:26:28.34,-968,-232,-48
08:26:28.34,-920,-216,24
08:26:28.34,-872,-224,64
08:26:28.34,-928,-160,104
08:26:28.34,-1000,-32,168
08:26:29.31,-1048,40,232
08:26:29.31,-1040,24,216
08:26:29.31,-1000,-16,168
08:26:29.31,-968,-104,120
08:26:29.31,-952,-136,88
08:26:29.31,-960,-176,88
08:26:29.31,-960,-136,152
08:26:29.31,-1024,-104,192
08:26:29.31,-1056,-88,168
08:26:29.31,-1040,-120,152
08:26:29.31,-1016,-144,104
08:26:29.31,-1016,-128,88
08:26:29.31,-1024,-144,88
08:26:29.31,-1024,-152,72
08:26:29.31,-1008,-144,96
08:26:29.31,-992,-144,80
08:26:29.31,-1000,-168,88
08:26:29.31,-1016,-192,88
08:26:29.31,-1040,-208,88
08:26:29.31,-1056,-216,56
08:26:29.31,-1072,-224,32
08:26:29.31,-1088,-184,8
08:26:29.31,-1056,-168,-24
08:26:29.31,-1056,-192,-56
08:26:29.31,-1056,-272,-16
08:26:30.34,-984,-352,8
08:26:30.34,-896,-304,0
08:26:30.34,-856,-352,-8
08:26:30.34,-904,-344,-8
08:26:30.34,-960,-352,-32
08:26:30.34,-1016,-320,-48
08:26:30.34,-1048,-328,-32
08:26:30.34,-1032,-336,-32
08:26:30.34,-992,-328,24
08:26:30.34,-952,-344,48
08:26:30.34,-904,-384,72
08:26:30.34,-944,-424,80
08:26:30.34,-1024,-464,56
08:26:30.34,-1048,-504,48
08:26:30.34,-856,-480,64
08:26:30.34,-800,-496,48
08:26:30.34,-824,-488,0
08:26:30.34,-856,-496,-72
08:26:30.34,-880,-536,-104
08:26:30.34,-864,-560,-120
08:26:30.34,-856,-592,-128
08:26:30.34,-856,-592,-120
08:26:30.34,-880,-552,-104
08:26:30.34,-912,-576,-96
08:26:30.34,-912,-544,-96
08:26:31.36,-864,-544,-64
08:26:31.36,-880,-512,-32
08:26:31.36,-936,-528,-56
08:26:31.36,-1032,-536,-96
08:26:31.36,-1048,-512,-144
08:26:31.36,-984,-464,-136
08:26:31.36,-976,-464,-152
08:26:31.36,-928,-448,-168
08:26:31.36,-880,-488,-144
08:26:31.36,-848,-512,-144
08:26:31.36,-840,-544,-128
08:26:31.36,-872,-640,-104
08:26:31.36,-904,-712,-56
08:26:31.36,-880,-736,32
08:26:31.36,-808,-752,120
