07:10.584	,-416,-912,-192
07:10.584	,-408,-888,-168
07:10.584	,-392,-936,-176
07:10.584	,-416,-904,-216
07:10.584	,-448,-912,-200
07:10.584	,-416,-896,-200
07:10.584	,-432,-888,-224
07:10.584	,-432,-904,-224
07:10.584	,-416,-880,-200
07:10.584	,-416,-880,-192
07:10.584	,-416,-944,-144
07:10.584	,-416,-904,-160
07:10.584	,-440,-920,-168
07:10.584	,-464,-936,-216
07:10.584	,-424,-856,-184
07:10.584	,-384,-896,-96
07:10.584	,-376,-888,-40
07:10.584	,-392,-856,-72
07:10.584	,-384,-992,-160
07:10.584	,-440,-896,-152
07:10.584	,-448,-928,-144
07:10.584	,-424,-928,-144
07:10.584	,-424,-928,-192
07:10.584	,-408,-920,-160
07:10.584	,-424,-912,-136
07:11.608	,-424,-920,-136
07:11.608	,-448,-936,-152
07:11.608	,-424,-960,-56
07:11.608	,-448,-912,-64
07:11.608	,-424,-896,-16
07:11.608	,-440,-848,0
07:11.608	,-440,-904,40
07:11.608	,-440,-896,16
07:11.608	,-448,-872,24
07:11.608	,-456,-896,48
07:11.608	,-520,-832,-104
07:11.608	,-416,-984,176
07:11.608	,-376,-912,96
07:11.608	,-360,-976,32
07:11.608	,-352,-976,64
07:11.608	,-392,-928,88
07:11.608	,-416,-936,96
07:11.608	,-392,-904,136
07:11.608	,-472,-896,104
07:11.608	,-472,-976,96
07:11.608	,-440,-920,128
07:11.608	,-448,-888,40
07:11.608	,-424,-920,24
07:11.608	,-424,-944,16
07:11.608	,-400,-896,8
07:12.583	,-416,-920,16
07:12.583	,-384,-904,24
07:12.583	,-376,-944,32
07:12.583	,-400,-928,48
07:12.583	,-416,-920,56
07:12.583	,-424,-928,56
07:12.583	,-416,-920,72
07:12.583	,-424,-920,56
07:12.583	,-376,-984,112
07:12.583	,-392,-952,64
07:12.583	,-384,-920,64
07:12.583	,-376,-904,88
07:12.583	,-440,-968,-16
07:12.583	,-424,-896,32
07:12.583	,-448,-904,48
07:12.583	,-432,-888,80
07:12.583	,-440,-912,72
07:12.583	,-432,-920,72
07:12.583	,-432,-920,72
07:12.583	,-416,-912,72
07:12.583	,-424,-928,64
07:12.583	,-432,-928,80
07:12.583	,-416,-912,88
07:12.583	,-424,-888,104
07:12.583	,-440,-912,56
07:13.610	,-448,-864,80
07:13.610	,-416,-944,136
07:13.610	,-368,-944,136
07:13.610	,-408,-864,80
07:13.610	,-416,-960,120
07:13.610	,-408,-912,24
07:13.610	,-344,-872,80
07:13.610	,-272,-904,96
07:13.610	,-200,-880,72
07:13.610	,-192,-952,8
07:13.610	,-208,-984,16
07:13.610	,-232,-992,16
07:13.610	,-288,-1016,-32
07:13.610	,-272,-984,-8
07:13.610	,-256,-1008,-40
07:13.610	,-224,-1064,-32
07:13.610	,-208,-1064,-8
07:13.610	,-232,-1048,24
07:13.610	,-272,-1064,96
07:13.610	,-288,-1040,120
07:13.610	,-272,-1024,112
07:13.610	,-256,-992,128
07:13.610	,-240,-1000,104
07:13.610	,-200,-992,104
07:13.610	,-192,-952,80
07:14.633	,-232,-928,96
07:14.633	,-256,-912,128
07:14.633	,-288,-920,160
07:14.633	,-296,-888,152
07:14.633	,-288,-968,216
07:14.633	,-288,-904,248
07:14.633	,-216,-840,248
07:14.633	,-128,-808,256
07:14.633	,-48,-760,256
07:14.633	,24,-816,312
07:14.633	,56,-936,304
07:14.633	,-48,-1000,280
07:14.633	,-128,-1184,352
07:14.633	,-200,-1248,448
07:14.633	,-376,-1272,264
07:14.633	,-216,-1320,536
07:14.633	,-616,-1008,192
07:14.633	,-304,-1168,376
07:14.633	,-440,-736,336
07:14.633	,-472,-840,152
07:14.633	,-464,-1016,280
07:14.633	,-360,-504,408
07:14.633	,-136,-536,520
07:14.633	,120,-792,496
07:14.633	,864,-1312,504
07:15.656	,648,-576,648
07:15.656	,496,-208,568
07:15.656	,440,-344,1040
07:15.656	,8,-568,856
07:15.656	,176,-552,848
07:15.656	,216,-672,712
07:15.656	,288,-712,664
07:15.656	,328,-416,784
07:15.656	,240,-528,856
07:15.656	,216,-408,896
07:15.656	,168,-536,864
07:15.656	,128,-768,720
07:15.656	,336,-320,856
07:15.656	,184,-536,800
07:15.656	,176,-504,832
07:15.656	,248,-416,976
07:15.656	,160,-432,832
07:15.656	,200,-536,760
07:15.656	,248,-472,816
07:15.656	,208,-536,864
07:15.656	,104,-312,968
07:15.656	,128,-560,832
07:15.656	,312,-544,712
07:15.656	,312,-448,840
07:15.656	,256,-472,816
07:16.633	,216,-448,896
07:16.633	,152,-696,640
07:16.633	,296,-552,800
07:16.633	,320,-600,800
07:16.633	,232,-392,856
07:16.633	,256,-464,680
07:16.633	,344,-568,776
07:16.633	,264,-536,832
07:16.633	,200,-256,952
07:16.633	,32,-520,776
