04:55.641	,-400,-904,-120
04:55.641	,-376,-880,-192
04:55.641	,-368,-920,-160
04:55.641	,-392,-896,-128
04:55.641	,-424,-888,-88
04:55.641	,-424,-872,-96
04:55.641	,-432,-896,-136
04:55.641	,-408,-904,-96
04:55.641	,-400,-904,-88
04:55.641	,-416,-936,-72
04:55.641	,-416,-928,-72
04:55.641	,-448,-880,-128
04:55.641	,-456,-896,-168
04:55.641	,-456,-896,-200
04:55.641	,-472,-864,-176
04:55.641	,-496,-944,-240
04:55.641	,-528,-912,-288
04:55.641	,-480,-928,-288
04:55.641	,-456,-952,-288
04:55.641	,-392,-904,-208
04:55.641	,-392,-840,-240
04:55.641	,-384,-840,-304
04:55.641	,-344,-832,-320
04:55.641	,-360,-856,-320
04:55.641	,-296,-928,-272
04:56.665	,-320,-968,-232
04:56.665	,-336,-864,-152
04:56.665	,-336,-888,-144
04:56.665	,-352,-872,-216
04:56.665	,-416,-880,-272
04:56.665	,-400,-904,-272
04:56.665	,-376,-928,-280
04:56.665	,-400,-904,-280
04:56.665	,-416,-936,-248
04:56.665	,-416,-928,-216
04:56.665	,-432,-904,-184
04:56.665	,-464,-904,-224
04:56.665	,-448,-880,-176
04:56.665	,-440,-904,-144
04:56.665	,-416,-912,-104
04:56.665	,-400,-968,-104
04:56.665	,-408,-952,-136
04:56.665	,-416,-984,-184
04:56.665	,-360,-992,-240
04:56.665	,-360,-880,-280
04:56.665	,-384,-1008,-280
04:56.665	,-384,-992,-384
04:56.665	,-376,-832,-224
04:56.665	,-368,-944,-192
04:56.665	,-360,-880,-200
04:57.640	,-392,-888,-192
04:57.640	,-384,-864,-184
04:57.640	,-448,-880,-192
04:57.640	,-472,-920,-240
04:57.640	,-416,-784,-168
04:57.640	,-448,-864,-40
04:57.640	,-368,-984,-32
04:57.640	,-312,-920,-64
04:57.640	,-360,-1024,-112
04:57.640	,-424,-912,-56
04:57.640	,-408,-888,-16
04:57.640	,-480,-904,-24
04:57.640	,-512,-952,16
04:57.640	,-488,-856,-16
04:57.640	,-480,-936,-24
04:57.640	,-416,-880,-64
04:57.640	,-432,-952,-88
04:57.640	,-432,-944,-72
04:57.640	,-360,-976,-112
04:57.640	,-344,-952,-56
04:57.640	,-288,-952,-56
04:57.640	,-312,-1008,-64
04:57.640	,-296,-888,-16
04:57.640	,-264,-912,-72
04:57.640	,-184,-904,-64
04:58.665	,-280,-1024,-120
04:58.665	,-336,-992,-88
04:58.665	,-408,-944,-120
04:58.665	,-440,-880,-72
04:58.665	,-408,-880,-32
04:58.665	,-376,-848,16
04:58.665	,-320,-952,-48
04:58.665	,-264,-992,-40
04:58.665	,-312,-1008,8
04:58.665	,-384,-864,-16
04:58.665	,-488,-992,-56
04:58.665	,-480,-920,-40
04:58.665	,-424,-976,-40
04:58.665	,-328,-928,80
04:58.665	,-304,-1032,-40
04:58.665	,-400,-1008,-80
04:58.665	,-408,-1064,-144
04:58.665	,-352,-984,-160
04:58.665	,-352,-944,-184
04:58.665	,-344,-896,-160
04:58.665	,-336,-912,-152
04:58.665	,-336,-904,-184
04:58.665	,-336,-936,-224
04:58.665	,-352,-920,-232
04:58.665	,-384,-976,-208
04:59.689	,-368,-920,-128
04:59.689	,-360,-872,-32
04:59.689	,-360,-784,64
04:59.689	,-320,-856,112
04:59.689	,-312,-792,128
04:59.689	,-296,-696,160
04:59.689	,-272,-704,144
04:59.689	,-216,-592,168
04:59.689	,-72,-584,144
04:59.689	,192,-832,104
04:59.689	,360,-576,88
04:59.689	,848,-976,8
04:59.689	,1016,-608,-8
04:59.689	,1296,-728,0
04:59.689	,1560,-792,0
04:59.689	,1504,-600,-16
04:59.689	,1200,-424,72
04:59.689	,1000,-480,168
04:59.689	,824,-480,128
04:59.689	,760,-488,40
04:59.689	,816,-480,8
04:59.689	,920,-384,48
04:59.689	,1000,-368,72
04:59.689	,1008,-400,120
04:59.689	,920,-424,144
05:00.666	,920,-392,152
05:00.666	,936,-368,144
05:00.666	,936,-352,152
05:00.666	,904,-344,272
05:00.666	,800,-136,232
05:00.666	,760,-432,176
05:00.666	,800,-336,160
05:00.666	,912,-408,112
05:00.666	,1000,-352,104
05:00.666	,1056,-376,104
05:00.666	,1144,-384,120
05:00.666	,1128,-400,112
05:00.666	,1016,-368,80
05:00.666	,904,-336,96
05:00.666	,864,-344,64
05:00.666	,840,-344,56
05:00.666	,856,-368,32
05:00.666	,920,-368,0
05:00.666	,1008,-368,-32
05:00.666	,1080,-320,-32
05:00.666	,1008,-264,-40
05:00.666	,912,-256,-8
05:00.666	,872,-320,40
05:00.666	,864,-344,32
05:00.666	,872,-320,48
05:01.690	,872,-320,40
05:01.690	,840,-312,56
05:01.690	,824,-296,88
05:01.690	,856,-352,104
05:01.690	,912,-360,112
05:01.690	,992,-384,104
05:01.690	,1040,-512,104
05:01.690	,992,-552,48
05:01.690	,1016,-768,-48
05:01.690	,1064,-824,-72
05:01.690	,1008,-776,-48
05:01.690	,888,-760,-48
05:01.690	,792,-760,-56
05:01.690	,832,-720,-80
05:01.690	,1048,-816,-136
05:01.690	,992,-856,-144
05:01.690	,848,-800,-136
05:01.690	,632,-704,-96
05:01.690	,456,-720,-72
05:01.690	,240,-624,-64
05:01.690	,96,-616,-96
05:01.690	,16,-840,-160
05:01.690	,-16,-760,-176
05:01.690	,-24,-888,-168
05:01.690	,-120,-928,-176
05:02.665	,-184,-1000,-232
05:02.665	,-232,-1008,-328
05:02.665	,-200,-904,-256
05:02.665	,-192,-888,-272
05:02.665	,-240,-1000,-392
05:02.665	,-232,-936,-336
05:02.665	,-240,-1000,-376
05:02.665	,-264,-984,-464
05:02.665	,-256,-896,-408
05:02.665	,-256,-856,-392
05:02.665	,-248,-888,-368
05:02.665	,-296,-872,-424
05:02.665	,-280,-872,-424
05:02.665	,-352,-800,-432
05:02.665	,-360,-856,-432
05:02.665	,-416,-848,-464
05:02.665	,-368,-928,-432
05:02.665	,-376,-824,-320
05:02.665	,-416,-816,-296
05:02.665	,-440,-832,-336
05:02.665	,-456,-792,-336
05:02.665	,-480,-760,-320
05:02.665	,-480,-816,-344
05:02.665	,-440,-816,-296
05:02.665	,-456,-808,-264
05:03.688	,-456,-864,-296
05:03.688	,-464,-848,-304
05:03.688	,-488,-832,-304
05:03.688	,-488,-896,-376
05:03.688	,-488,-968,-392
05:03.688	,-408,-1000,-352
05:03.688	,-320,-928,-320
05:03.688	,-296,-848,-312
05:03.688	,-288,-784,-336
05:03.688	,-288,-816,-376
05:03.688	,-264,-872,-400
05:03.688	,-264,-944,-360
05:03.688	,-280,-952,-304
05:03.688	,-296,-920,-224
05:03.688	,-352,-864,-232
05:03.688	,-392,-896,-296
05:03.688	,-392,-880,-304
05:03.688	,-384,-856,-312
05:03.688	,-376,-864,-304
05:03.688	,-384,-864,-296
05:03.688	,-392,-872,-280
05:03.688	,-408,-872,-288
05:03.688	,-416,-920,-304
05:03.688	,-384,-920,-296
05:03.688	,-384,-912,-320
05:04.713	,-360,-960,-344
05:04.713	,-400,-1000,-416
05:04.713	,-360,-992,-408
05:04.713	,-296,-928,-384
05:04.713	,-272,-888,-368
05:04.713	,-264,-872,-368
05:04.713	,-272,-840,-360
05:04.713	,-288,-856,-400
05:04.713	,-288,-864,-440
05:04.713	,-272,-872,-440
05:04.713	,-264,-896,-432
05:04.713	,-272,-872,-376
05:04.713	,-272,-880,-304
05:04.713	,-280,-880,-288
05:04.713	,-288,-872,-328
05:04.713	,-320,-872,-352
05:04.713	,-344,-888,-368
05:04.713	,-344,-888,-360
05:04.713	,-344,-888,-320
05:04.713	,-352,-872,-288
05:04.713	,-376,-880,-296
05:04.713	,-400,-848,-336
05:04.713	,-408,-856,-352
05:04.713	,-416,-888,-344
05:04.713	,-416,-896,-352
05:05.687	,-400,-936,-344
05:05.687	,-376,-992,-368
05:05.687	,-360,-968,-328
05:05.687	,-296,-944,-320
05:05.687	,-232,-920,-336
05:05.687	,-176,-880,-368
05:05.687	,-152,-864,-360
05:05.687	,-144,-864,-392
05:05.687	,-144,-912,-400
05:05.687	,-168,-920,-376
05:05.687	,-192,-952,-320
05:05.687	,-240,-976,-288
05:05.687	,-280,-944,-280
05:05.687	,-296,-920,-264
05:05.687	,-304,-920,-296
05:05.687	,-304,-904,-304
05:05.687	,-296,-888,-320
05:05.687	,-304,-912,-304
05:05.687	,-304,-912,-280
05:05.687	,-320,-920,-208
05:05.687	,-344,-936,-192
05:05.687	,-328,-952,-192
05:05.687	,-344,-992,-232
05:05.687	,-328,-1016,-344
05:05.687	,-304,-952,-384
05:06.711	,-288,-880,-400
05:06.711	,-296,-864,-376
05:06.711	,-328,-856,-368
05:06.711	,-336,-872,-392
05:06.711	,-328,-880,-392
05:06.711	,-304,-880,-416
05:06.711	,-296,-848,-424
05:06.711	,-296,-856,-448
05:06.711	,-296,-840,-432
05:06.711	,-288,-832,-376
05:06.711	,-360,-824,-368
05:06.711	,-392,-848,-336
05:06.711	,-400,-856,-320
05:06.711	,-424,-904,-344
05:06.711	,-400,-904,-352
05:06.711	,-400,-888,-344
05:06.711	,-392,-888,-336
05:06.711	,-400,-848,-344
05:06.711	,-392,-848,-352
05:06.711	,-376,-864,-376
05:06.711	,-376,-912,-416
05:06.711	,-344,-952,-424
05:06.711	,-328,-1016,-432
05:06.711	,-296,-984,-368
05:06.711	,-264,-912,-296
05:07.734	,-256,-872,-296
05:07.734	,-216,-872,-384
05:07.734	,-168,-888,-400
05:07.734	,-128,-888,-352
05:07.734	,-152,-896,-336
05:07.734	,-200,-888,-312
05:07.734	,-248,-864,-280
05:07.734	,-296,-896,-312
05:07.734	,-304,-912,-320
05:07.734	,-296,-912,-312
05:07.734	,-296,-920,-304
05:07.734	,-312,-904,-288
05:07.734	,-344,-888,-264
05:07.734	,-376,-912,-288
05:07.734	,-368,-944,-344
05:07.734	,-320,-928,-360
05:07.734	,-336,-960,-376
05:07.734	,-352,-1000,-416
05:07.734	,-320,-1024,-480
05:07.734	,-248,-968,-432
05:07.734	,-232,-912,-384
05:07.734	,-232,-872,-360
05:07.734	,-240,-808,-344
05:07.734	,-240,-824,-400
05:07.734	,-232,-856,-432
05:08.709	,-224,-856,-448
05:08.709	,-216,-872,-472
05:08.709	,-224,-880,-448
05:08.709	,-248,-864,-368
05:08.709	,-288,-872,-320
05:08.709	,-320,-872,-320
05:08.709	,-352,-856,-320
05:08.709	,-360,-872,-336
05:08.709	,-352,-872,-352
05:08.709	,-344,-864,-368
05:08.709	,-344,-880,-376
05:08.709	,-344,-896,-432
05:08.709	,-312,-872,-392
05:08.709	,-352,-928,-424
05:08.709	,-344,-968,-448
05:08.709	,-344,-1000,-448
05:08.709	,-296,-992,-416
05:08.709	,-272,-920,-368
05:08.709	,-240,-872,-368
05:08.709	,-216,-824,-392
05:08.709	,-184,-816,-432
05:08.709	,-160,-848,-456
05:08.709	,-160,-888,-424
05:08.709	,-176,-904,-352
05:08.709	,-240,-896,-328
05:09.733	,-304,-872,-328
05:09.733	,-344,-872,-336
05:09.733	,-336,-896,-360
05:09.733	,-312,-888,-352
05:09.733	,-312,-888,-368
05:09.733	,-304,-888,-368
05:09.733	,-320,-872,-368
05:09.733	,-320,-880,-376
05:09.733	,-320,-904,-392
05:09.733	,-272,-928,-392
05:09.733	,-248,-936,-400
05:09.733	,-256,-944,-376
05:09.733	,-256,-984,-400
05:09.733	,-256,-976,-416
05:09.733	,-240,-944,-424
05:09.733	,-232,-912,-456
05:09.733	,-208,-872,-440
05:09.733	,-200,-872,-440
05:09.733	,-208,-872,-408
05:09.733	,-232,-872,-400
05:09.733	,-264,-864,-408
05:09.733	,-280,-856,-432
