752,-160,616,985.1700361
744,-192,624,989.8363501
736,-176,632,985.9492888
760,-168,616,992.612714
752,-160,624,990.1919006
752,-160,632,995.2527317
760,-176,600,984.1625882
744,-168,616,980.4162381
744,-168,624,985.462328
760,-168,624,997.5971131
752,-160,616,985.1700361
736,-168,616,974.3592767
752,-168,624,991.516011
744,-168,640,995.6706283
744,-168,624,985.462328
736,-160,640,988.3804935
752,-160,616,985.1700361
736,-184,624,982.3074875
752,-168,624,991.516011
744,-152,616,977.8016159
752,-184,624,994.3520503
744,-168,624,985.462328
744,-160,608,974.063653
744,-168,640,995.6706283
736,-184,624,982.3074875
752,-168,632,996.570118
760,-176,616,993.9979879
736,-184,624,982.3074875
752,-176,624,992.902815
744,-168,632,990.5473235
752,-176,632,997.9498985
744,-168,632,990.5473235
744,-160,632,989.2219165
752,-176,608,982.9262434
752,-176,640,1003.035393
744,-176,624,986.8576392
744,-168,632,990.5473235
752,-168,632,996.570118
744,-160,624,984.1300727
736,-152,616,971.7283571
744,-168,632,990.5473235
752,-168,624,991.516011
744,-192,616,984.8126725
744,-176,608,976.8193282
736,-224,632,995.6384886
736,-200,632,990.5150176
760,-176,616,993.9979879
744,-168,632,990.5473235
752,-160,608,980.1877371
744,-176,616,981.8187205
744,-176,632,991.9354818
752,-176,624,992.902815
752,-184,616,989.3513026
744,-168,600,970.4431977
752,-160,624,990.1919006
744,-184,624,988.315739
752,-184,624,994.3520503
752,-176,616,987.8947312
752,-176,616,987.8947312
752,-192,624,995.8634445
760,-184,616,995.4456289
744,-168,616,980.4162381
752,-176,616,987.8947312
744,-184,616,983.2842926
744,-168,616,980.4162381
752,-176,608,982.9262434
752,-184,616,989.3513026
752,-168,616,986.500887
752,-184,616,989.3513026
744,-176,624,986.8576392
744,-176,640,997.0516536
744,-184,616,983.2842926
744,-176,632,991.9354818
752,-184,608,984.3901665
744,-176,608,976.8193282
752,-176,632,997.9498985
752,-184,616,989.3513026
760,-176,616,993.9979879
744,-176,624,986.8576392
760,-160,624,996.2810848
736,-176,624,980.8404559
744,-176,616,981.8187205
752,-184,632,999.3918151
744,-200,616,986.4035685
752,-176,616,987.8947312
744,-176,608,976.8193282
752,-184,616,989.3513026
752,-184,608,984.3901665
752,-160,616,985.1700361
752,-168,624,991.516011
752,-176,616,987.8947312
744,-192,624,989.8363501
752,-200,616,992.4515102
752,-168,624,991.516011
752,-184,608,984.3901665
744,-184,624,988.315739
736,-184,624,982.3074875
752,-176,624,992.902815
744,-184,616,983.2842926
736,-184,632,987.40873
744,-192,616,984.8126725
752,-176,640,1003.035393
744,-192,616,984.8126725
728,-184,632,981.4601367
744,-176,632,991.9354818
760,-176,632,1003.992032
744,-192,632,994.8989898
752,-176,616,987.8947312
744,-168,616,980.4162381
744,-184,632,993.3861284
728,-160,616,966.9746636
736,-184,632,987.40873
736,-184,632,987.40873
744,-176,616,981.8187205
760,-160,616,991.2900685
752,-192,616,990.8703245
736,-192,624,983.8373849
752,-168,632,996.570118
752,-168,608,981.5253435
744,-168,624,985.462328
760,-160,600,981.4275317
752,-152,616,983.9024342
736,-136,632,979.5999183
768,-192,592,988.5099898
760,-160,608,986.3386842
760,-200,608,993.6115941
760,-208,616,1000.159987
752,-168,616,986.500887
744,-176,624,986.8576392
752,-168,640,1001.662618
752,-176,616,987.8947312
744,-160,624,984.1300727
752,-176,624,992.902815
752,-192,584,971.3001596
744,-176,632,991.9354818
736,-192,624,983.8373849
744,-184,632,993.3861284
752,-168,624,991.516011
752,-160,624,990.1919006
736,-176,616,975.7704648
744,-144,640,991.9032211
736,-176,632,985.9492888
744,-176,608,976.8193282
752,-160,616,985.1700361
752,-136,640,996.7948636
744,-112,616,972.3867543
744,-88,632,980.1550898
744,-152,640,993.0961686
744,-200,616,986.4035685
752,-136,624,986.5981958
752,-144,648,1003.067296
752,-136,640,996.7948636
752,-152,632,993.9979879
752,-160,624,990.1919006
744,-168,624,985.462328
760,-168,624,997.5971131
744,-168,624,985.462328
744,-160,616,979.0771165
752,-152,624,988.9307357
752,-160,624,990.1919006
744,-152,632,987.9595133
744,-152,640,993.0961686
736,-152,640,987.1170143
736,-152,624,976.8193282
752,-160,640,1000.351938
744,-168,624,985.462328
744,-168,632,990.5473235
736,-160,632,983.2192024
752,-152,624,988.9307357
744,-160,632,989.2219165
752,-136,632,991.6773669
744,-144,640,991.9032211
736,-168,624,979.4365727
744,-176,632,991.9354818
744,-168,640,995.6706283
720,-168,648,983.1215591
760,-192,648,1017.038839
728,-184,624,976.3278138
736,-144,632,980.7425758
744,-136,624,980.5141508
752,-112,632,988.6718364
760,-120,624,990.6442348
736,-192,624,983.8373849
736,-168,632,984.5526903
744,-168,632,990.5473235
720,-152,656,985.8194561
760,-168,616,992.612714
760,-200,648,1018.579403
744,-168,640,995.6706283
752,-128,616,980.4815144
744,-152,640,993.0961686
744,-176,648,1002.205568
736,-128,624,973.3735152
736,-136,624,974.457798
728,-200,640,989.7393596
744,-168,600,970.4431977
752,-168,624,991.516011
744,-192,632,994.8989898
744,-168,624,985.462328
744,-152,616,977.8016159
728,-160,640,982.4377843
776,-96,576,971.1683685
744,-168,608,975.4096575
736,-168,624,979.4365727
744,-168,624,985.462328
736,-232,616,987.40873
752,-184,648,1009.586054
744,-168,648,1000.831654
752,-168,624,991.516011
752,-176,608,982.9262434
744,-160,616,979.0771165
752,-136,616,981.5579453
760,-112,600,974.7533021
744,-184,632,993.3861284
736,-144,632,980.7425758
736,-112,632,976.557218
736,-112,632,976.557218
736,-136,632,979.5999183
752,-136,624,986.5981958
760,-112,624,989.7070274
744,-160,632,989.2219165
752,-120,624,984.5201877
752,-128,624,985.52727
744,-168,624,985.462328
752,-152,648,1004.246982
752,-136,624,986.5981958
744,-160,616,979.0771165
752,-144,608,977.7034315
760,-144,632,998.8793721
752,-160,616,985.1700361
744,-144,632,986.7603559
744,-152,624,982.8611296
752,-160,616,985.1700361
768,-160,608,992.5159948
744,-152,624,982.8611296
744,-144,616,976.5899856
752,-160,616,985.1700361
744,-128,640,989.7070274
760,-136,632,997.7574856
752,-160,624,990.1919006
736,-192,632,988.9307357
744,-176,624,986.8576392
752,-184,616,989.3513026
752,-200,624,997.4367148
752,-200,632,1002.460972
760,-184,616,995.4456289
752,-176,616,987.8947312
736,-184,624,982.3074875
752,-184,624,994.3520503
744,-192,624,989.8363501
744,-200,616,986.4035685
752,-176,600,977.997955
776,-200,592,996.3132038
744,-192,616,984.8126725
736,-176,624,980.8404559
736,-176,608,970.739924
752,-200,616,992.4515102
752,-184,616,989.3513026
752,-176,608,982.9262434
752,-184,624,994.3520503
768,-192,600,993.3217002
768,-160,616,997.4367148
752,-176,624,992.902815
752,-192,608,985.9168322
744,-184,608,978.2923898
752,-184,624,994.3520503
752,-184,632,999.3918151
760,-168,616,992.612714
744,-168,608,975.4096575
