55:46.781	,1264,-384,0
55:46.781	,0,0,0
00:08.186	,416,-512,-712
00:08.186	,424,-528,-744
00:08.186	,424,-528,-736
00:08.186	,440,-544,-728
00:08.186	,416,-624,-736
00:08.186	,448,-536,-736
00:08.186	,424,-528,-736
00:08.186	,440,-488,-720
00:08.186	,456,-520,-760
00:08.186	,424,-544,-720
00:08.186	,416,-552,-752
00:08.186	,416,-544,-736
00:08.186	,416,-512,-720
00:08.186	,424,-512,-720
00:08.186	,448,-528,-712
00:08.186	,424,-528,-728
00:08.186	,432,-536,-704
00:08.186	,432,-512,-744
00:08.186	,448,-536,-736
00:08.186	,424,-544,-728
00:08.186	,432,-544,-712
00:08.186	,424,-552,-688
00:08.186	,424,-552,-712
00:08.186	,400,-520,-696
00:08.186	,456,-568,-760
00:09.208	,416,-536,-680
00:09.208	,440,-544,-744
00:09.208	,432,-520,-704
00:09.208	,432,-544,-704
00:09.208	,424,-536,-728
00:09.208	,424,-536,-736
00:09.208	,424,-528,-720
00:09.208	,416,-528,-712
00:09.208	,424,-536,-728
00:09.208	,408,-520,-720
00:09.208	,424,-512,-728
00:09.208	,424,-520,-736
00:09.208	,440,-528,-736
00:09.208	,424,-528,-744
00:09.208	,416,-512,-752
00:09.208	,424,-520,-736
00:09.208	,432,-520,-744
00:09.208	,424,-520,-728
00:09.208	,416,-504,-744
00:09.208	,432,-504,-744
00:09.208	,416,-496,-736
00:09.208	,432,-520,-744
00:09.208	,416,-536,-728
00:09.208	,416,-512,-752
00:09.208	,424,-504,-736
00:10.181	,424,-520,-744
00:10.181	,416,-520,-728
00:10.181	,424,-512,-744
00:10.181	,416,-512,-744
00:10.181	,424,-504,-736
00:10.181	,432,-504,-752
00:10.181	,424,-520,-736
00:10.181	,408,-504,-736
00:10.181	,416,-512,-736
00:10.181	,408,-512,-720
00:10.181	,408,-504,-744
00:10.181	,424,-512,-736
00:10.181	,416,-512,-752
00:10.181	,424,-520,-736
00:10.181	,416,-504,-728
00:10.181	,416,-512,-744
00:10.181	,424,-528,-752
00:10.181	,408,-504,-736
00:10.181	,416,-520,-760
00:10.181	,424,-512,-744
00:10.181	,416,-504,-728
00:10.181	,416,-520,-752
00:10.181	,424,-520,-744
00:10.181	,416,-504,-744
00:10.181	,416,-520,-736
00:11.204	,424,-504,-744
00:11.204	,432,-520,-760
00:11.204	,392,-528,-712
00:11.204	,408,-536,-720
00:11.204	,416,-552,-744
00:11.204	,408,-528,-720
00:11.204	,424,-528,-728
00:11.204	,424,-536,-744
00:11.204	,416,-528,-736
00:11.204	,424,-552,-760
00:11.204	,408,-528,-720
00:11.204	,400,-512,-744
00:11.204	,432,-512,-752
00:11.204	,424,-488,-736
00:11.204	,424,-504,-736
00:11.204	,424,-504,-752
00:11.204	,432,-528,-736
00:11.204	,408,-528,-720
00:11.204	,424,-536,-720
00:11.204	,416,-536,-744
00:11.204	,432,-528,-720
00:11.204	,392,-520,-736
00:11.204	,424,-560,-736
00:11.204	,432,-520,-728
00:11.204	,424,-528,-728
00:12.230	,408,-512,-736
00:12.230	,416,-512,-752
00:12.230	,416,-504,-744
00:12.230	,424,-504,-720
00:12.230	,416,-544,-728
00:12.230	,400,-512,-744
00:12.230	,392,-512,-736
00:12.230	,440,-528,-752
00:12.230	,416,-520,-736
00:12.230	,424,-528,-736
00:12.230	,416,-528,-720
00:12.230	,424,-512,-744
00:12.230	,408,-512,-736
00:12.230	,424,-512,-752
00:12.230	,416,-496,-680
00:12.230	,392,-520,-736
00:12.230	,424,-520,-744
00:12.230	,432,-480,-736
00:12.230	,448,-488,-760
00:12.230	,432,-528,-744
00:12.230	,424,-520,-728
00:12.230	,448,-488,-728
00:12.230	,432,-488,-752
00:12.230	,448,-480,-760
00:12.230	,464,-480,-768
00:13.203	,440,-480,-760
00:13.203	,464,-448,-768
00:13.203	,424,-456,-776
00:13.203	,424,-448,-784
00:13.203	,416,-432,-776
00:13.203	,416,-424,-768
00:13.203	,416,-464,-776
00:13.203	,432,-448,-776
00:13.203	,440,-456,-768
00:13.203	,448,-472,-768
00:13.203	,456,-480,-816
00:13.203	,408,-472,-784
00:13.203	,368,-504,-736
00:13.203	,376,-520,-768
00:13.203	,352,-536,-800
00:13.203	,304,-552,-832
00:13.203	,232,-552,-808
00:13.203	,272,-616,-864
00:13.203	,208,-600,-760
00:13.203	,264,-616,-688
00:13.203	,288,-600,-680
00:13.203	,280,-728,-624
00:13.203	,288,-728,-536
00:13.203	,272,-616,-528
00:13.203	,216,-696,-464
00:14.228	,112,-640,-184
00:14.228	,40,-632,-160
00:14.228	,-96,-600,-168
00:14.228	,-336,-688,-208
00:14.228	,-648,-680,-176
00:14.228	,-1128,-808,-224
00:14.228	,-1560,-856,-224
00:14.228	,-1696,-1000,-288
00:14.228	,-1288,-824,-320
00:14.228	,-912,-744,-200
00:14.228	,-896,-776,-168
00:14.228	,-776,-752,-248
00:14.228	,-808,-624,-216
00:14.228	,-760,-552,-160
00:14.228	,-720,-592,-112
00:14.228	,-776,-608,-104
00:14.228	,-832,-640,-112
00:14.228	,-928,-664,-112
00:14.228	,-864,-632,-120
00:14.228	,-1008,-656,-120
00:14.228	,-1104,-640,-112
00:14.228	,-1104,-640,-40
00:14.228	,-1040,-584,-64
00:14.228	,-928,-600,-24
00:14.228	,-784,-592,40
00:15.251	,-664,-472,64
00:15.251	,-760,-512,40
00:15.251	,-816,-536,48
00:15.251	,-808,-560,48
00:15.251	,-712,-520,24
00:15.251	,-776,-536,-32
00:15.251	,-888,-552,-88
00:15.251	,-1016,-640,-104
00:15.251	,-1032,-656,-120
00:15.251	,-968,-616,-80
00:15.251	,-928,-608,-72
00:15.251	,-992,-656,-96
00:15.251	,-960,-704,-96
00:15.251	,-984,-744,-56
00:15.251	,-992,-752,-24
00:15.251	,-824,-632,-48
00:15.251	,-664,-568,-32
00:15.251	,-872,-624,-16
00:15.251	,-1032,-600,-48
00:15.251	,-1104,-584,-40
00:15.251	,-1040,-544,-80
00:15.251	,-992,-560,-96
00:15.251	,-912,-568,-80
00:15.251	,-800,-536,-56
00:15.251	,-672,-536,-40
00:16.229	,-608,-544,-8
00:16.229	,-568,-560,-48
00:16.229	,-672,-648,-96
00:16.229	,-728,-680,-112
00:16.229	,-808,-680,-152
00:16.229	,-920,-792,-128
00:16.229	,-888,-720,-128
00:16.229	,-768,-656,-64
00:16.229	,-816,-656,-88
00:16.229	,-840,-608,-104
00:16.229	,-880,-584,-112
00:16.229	,-848,-544,-112
00:16.229	,-800,-544,-112
00:16.229	,-824,-536,-120
00:16.229	,-864,-536,-120
00:16.229	,-840,-584,-104
00:16.229	,-800,-592,-48
00:16.229	,-768,-632,-24
00:16.229	,-864,-664,0
00:16.229	,-912,-712,0
00:16.229	,-944,-744,24
00:16.229	,-944,-760,32
00:16.229	,-1080,-808,16
00:16.229	,-1016,-664,-56
00:16.229	,-752,-544,-40
00:17.252	,-872,-544,-96
00:17.252	,-968,-536,-176
00:17.252	,-1112,-504,-168
00:17.252	,-1072,-448,-184
00:17.252	,-936,-472,-200
00:17.252	,-840,-464,-160
00:17.252	,-792,-432,-152
00:17.252	,-688,-440,-112
00:17.252	,-640,-456,-96
00:17.252	,-576,-496,-32
00:17.252	,-712,-592,-56
00:17.252	,-816,-640,-64
00:17.252	,-896,-680,-40
00:17.252	,-1032,-688,-40
00:17.252	,-1040,-680,-72
00:17.252	,-976,-712,-48
00:17.252	,-696,-576,-8
00:17.252	,-856,-640,-40
00:17.252	,-896,-592,-64
00:17.252	,-880,-544,-56
00:17.252	,-784,-536,-40
00:17.252	,-744,-544,-64
00:17.252	,-792,-528,-64
00:17.252	,-848,-552,-80
00:17.252	,-880,-552,-32
00:18.275	,-800,-560,0
00:18.275	,-800,-528,40
00:18.275	,-912,-600,56
00:18.275	,-928,-624,80
00:18.275	,-952,-600,72
00:18.275	,-1016,-656,16
00:18.275	,-1008,-624,-24
00:18.275	,-976,-616,-64
00:18.275	,-896,-536,-88
00:18.275	,-840,-560,-112
00:18.275	,-880,-536,-128
00:18.275	,-880,-512,-168
00:18.275	,-896,-456,-184
00:18.275	,-840,-464,-176
00:18.275	,-896,-456,-160
00:18.275	,-896,-440,-160
00:18.275	,-824,-472,-136
00:18.275	,-776,-520,-128
00:18.275	,-768,-528,-88
00:18.275	,-760,-568,-80
00:18.275	,-840,-592,-72
00:18.275	,-872,-600,-64
00:18.275	,-976,-648,-72
00:18.275	,-1000,-632,-48
00:18.275	,-952,-648,-72
00:19.251	,-800,-568,-40
00:19.251	,-688,-544,-16
00:19.251	,-832,-560,-48
00:19.251	,-904,-536,-40
00:19.251	,-936,-576,-32
00:19.251	,-880,-536,-24
00:19.251	,-808,-512,-8
00:19.251	,-848,-488,24
00:19.251	,-856,-520,-24
00:19.251	,-872,-528,-16
00:19.251	,-856,-544,-16
00:19.251	,-808,-536,8
00:19.251	,-832,-560,0
00:19.251	,-912,-616,16
00:19.251	,-928,-632,8
00:19.251	,-936,-632,-16
00:19.251	,-1016,-664,-64
00:19.251	,-1072,-656,-88
00:19.251	,-984,-624,-96
00:19.251	,-832,-536,-104
00:19.251	,-808,-544,-112
00:19.251	,-936,-520,-136
00:19.251	,-952,-488,-168
00:19.251	,-888,-464,-168
00:19.251	,-936,-464,-168
00:20.275	,-936,-448,-184
00:20.275	,-848,-456,-168
00:20.275	,-816,-440,-168
00:20.275	,-832,-464,-168
00:20.275	,-808,-480,-128
00:20.275	,-816,-488,-96
00:20.275	,-856,-544,-56
00:20.275	,-848,-560,-56
00:20.275	,-864,-560,-16
00:20.275	,-952,-568,-32
00:20.275	,-952,-608,-40
00:20.275	,-944,-648,-24
00:20.275	,-792,-664,0
00:20.275	,-744,-632,-32
00:20.275	,-800,-600,-64
00:20.275	,-944,-608,-48
00:20.275	,-1000,-632,-72
00:20.275	,-896,-640,-32
00:20.275	,-832,-624,-56
00:20.275	,-848,-600,-56
00:20.275	,-880,-600,-72
00:20.275	,-856,-608,-64
00:20.275	,-840,-584,-64
00:20.275	,-872,-560,-104
00:20.275	,-920,-552,-104
00:21.298	,-952,-552,-128
00:21.298	,-976,-560,-160
00:21.298	,-920,-528,-168
00:21.298	,-856,-464,-144
00:21.298	,-832,-440,-168
00:21.298	,-928,-432,-184
00:21.298	,-920,-424,-208
00:21.298	,-944,-456,-232
00:21.298	,-928,-472,-224
00:21.298	,-920,-496,-224
00:21.298	,-896,-512,-232
00:21.298	,-880,-472,-224
00:21.298	,-896,-488,-192
00:21.298	,-904,-504,-184
00:21.298	,-944,-504,-160
